Date,ID,GL Code,Amount,Receipt Number,Gift Type
10/24/2011,229,Marine Corps Marathon Income,$25.00 ,228,Visa
10/24/2011,232,Marine Corps Marathon Income,$100.00 ,231,Mastercard
10/24/2011,1387,Salute to Veterans Golf Classic Income,$200.00 ,,Check
10/24/2011,62,Marine Corps Marathon Income,$100.00 ,226,Visa
10/24/2011,228,Marine Corps Marathon Income,$25.00 ,227,Visa
10/24/2011,235,Marine Corps Marathon Income,$100.00 ,234,Visa
10/24/2011,1402,Salute to Veterans Golf Classic Income,$200.00 ,,Discover
10/24/2011,231,Marine Corps Marathon Income,$50.00 ,230,Mastercard
10/25/2011,241,Marine Corps Marathon Income,$20.00 ,240,Visa
10/25/2011,239,Marine Corps Marathon Income,$100.00 ,238,Visa
10/25/2011,1670,Salute to Veterans Golf Classic Income,$500.00 ,,Mastercard
10/25/2011,2518,Marine Corps Marathon Income,$50.00 ,236,Visa
10/25/2011,236,Marine Corps Marathon Income,$50.00 ,235,Visa
10/25/2011,238,Marine Corps Marathon Income,$100.00 ,237,Mastercard
10/25/2011,243,Marine Corps Marathon Income,$50.00 ,242,Visa
10/25/2011,245,Marine Corps Marathon Income,$30.00 ,244,Visa
10/25/2011,242,Marine Corps Marathon Income,$250.00 ,241,Visa
10/25/2011,240,Marine Corps Marathon Income,$25.00 ,239,Visa
10/25/2011,244,Marine Corps Marathon Income,$300.00 ,243,Mastercard
10/26/2011,251,Marine Corps Marathon Income,$125.00 ,250,Mastercard
10/26/2011,248,Marine Corps Marathon Income,$50.00 ,247,Discover
10/26/2011,1653,Marine Corps Marathon Income,$130.00 ,245,American Express
10/26/2011,250,Marine Corps Marathon Income,$100.00 ,249,Visa
10/26/2011,249,Marine Corps Marathon Income,$26.00 ,248,Visa
10/26/2011,247,Marine Corps Marathon Income,$100.00 ,246,Visa
10/27/2011,400,Marine Corps Marathon Income,$100.00 ,258,Mastercard
10/27/2011,404,Marine Corps Marathon Income,$25.00 ,264,Visa
10/27/2011,402,Marine Corps Marathon Income,$100.00 ,261,Visa
10/27/2011,252,Marine Corps Marathon Income,$25.00 ,251,Mastercard
10/27/2011,735,Marine Corps Marathon Income,$100.00 ,257,Visa
10/27/2011,397,Marine Corps Marathon Income,$5.00 ,254,Visa
10/27/2011,398,Marine Corps Marathon Income,$5.00 ,255,Visa
10/27/2011,253,Marine Corps Marathon Income,$25.00 ,252,Mastercard
10/27/2011,702,Marine Corps Marathon Income,$100.00 ,260,American Express
10/27/2011,821,Marine Corps Marathon Income,$31.10 ,263,Visa
10/27/2011,320,Marine Corps Marathon Income,$50.00 ,262,Visa
10/27/2011,399,Marine Corps Marathon Income,$50.00 ,256,American Express
10/27/2011,401,Marine Corps Marathon Income,$100.00 ,259,Mastercard
10/27/2011,254,Marine Corps Marathon Income,$10.00 ,253,Visa
10/27/2011,638,Marine Corps Marathon Income,$22.00 ,265,Visa
10/28/2011,765,Marine Corps Marathon Income,$30.00 ,269,Visa
10/28/2011,1405,Salute to Veterans Golf Classic Income,$500.00 ,,Check
10/28/2011,407,Marine Corps Marathon Income,$25.00 ,268,Visa
10/28/2011,405,Marine Corps Marathon Income,$50.00 ,266,Mastercard
10/28/2011,409,Marine Corps Marathon Income,$40.00 ,271,Mastercard
10/28/2011,408,Marine Corps Marathon Income,$25.00 ,270,Visa
10/28/2011,406,Marine Corps Marathon Income,$25.00 ,267,American Express
10/28/2011,1404,Salute to Veterans Golf Classic Income,$250.00 ,,American Express
10/29/2011,412,Marine Corps Marathon Income,$150.00 ,274,Visa
10/29/2011,414,Marine Corps Marathon Income,$500.00 ,276,American Express
10/29/2011,413,Marine Corps Marathon Income,$200.00 ,275,Visa
10/29/2011,415,Marine Corps Marathon Income,$100.00 ,277,Mastercard
10/29/2011,411,Marine Corps Marathon Income,$25.00 ,273,Visa
10/29/2011,410,Marine Corps Marathon Income,$250.00 ,272,Visa
10/30/2011,2589,Marine Corps Marathon Income,$100.00 ,279,Visa
10/30/2011,416,Marine Corps Marathon Income,$30.00 ,278,Visa
10/31/2011,423,Marine Corps Marathon Income,$10.00 ,285,Check
10/31/2011,421,Marine Corps Marathon Income,$50.00 ,283,Check
10/31/2011,422,Marine Corps Marathon Income,$50.00 ,284,Check
10/31/2011,1666,Salute to Veterans Golf Classic Income,"$2,500.00 ",,Check
10/31/2011,1624,Salute to Veterans Golf Classic Income,$200.00 ,,Check
10/31/2011,1675,100 Holes for our Heroes Event Income,"$2,500.00 ",,Check
10/31/2011,425,Marine Corps Marathon Income,$50.00 ,287,Check
10/31/2011,1399,Salute to Veterans Golf Classic Income,$200.00 ,,Check
10/31/2011,2519,Corporate Donation,$25.00 ,,
10/31/2011,1397,Salute to Veterans Golf Classic Income,$400.00 ,,Check
10/31/2011,1397,Salute to Veterans Golf Classic Income,$400.00 ,,American Express
10/31/2011,418,Marine Corps Marathon Income,$50.00 ,280,Visa
10/31/2011,426,Marine Corps Marathon Income,$25.00 ,288,Check
10/31/2011,2695,Corporate Donation,"$12,500.00 ",,
10/31/2011,1641,Salute to Veterans Golf Classic Income,$800.00 ,,American Express
10/31/2011,420,Marine Corps Marathon Income,$50.00 ,282,Check
10/31/2011,419,Marine Corps Marathon Income,$50.00 ,281,Check
10/31/2011,1642,Salute to Veterans Golf Classic Income,$800.00 ,,American Express
10/31/2011,424,Marine Corps Marathon Income,$100.00 ,286,Check
10/31/2011,2868,Grant,"$5,000.00 ",,
11/1/2011,423,Individual Donation,$10.00 ,,
11/1/2011,421,Individual Donation,$50.00 ,,
11/1/2011,429,Marine Corps Marathon Income,$100.00 ,291,Check
11/1/2011,425,Individual Donation,$50.00 ,,
11/1/2011,2509,Corporate Donation,$100.00 ,,
11/1/2011,1625,Salute to Veterans Golf Classic Income,$200.00 ,,American Express
11/1/2011,2534,Individual Donation,$25.00 ,,
11/1/2011,1400,Salute to Veterans Golf Classic Income,$200.00 ,,Mastercard
11/1/2011,1346,Salute to Veterans Golf Classic Income,$800.00 ,,Check
11/1/2011,1659,Salute to Veterans Golf Classic Income,$200.00 ,,American Express
11/1/2011,420,Individual Donation,$50.00 ,,
11/1/2011,427,Marine Corps Marathon Income,$30.00 ,289,Check
11/1/2011,419,Individual Donation,$50.00 ,,
11/1/2011,1391,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/1/2011,428,Marine Corps Marathon Income,$35.00 ,290,Check
11/2/2011,1632,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/2/2011,1474,Salute to Veterans Golf Classic Income,$500.00 ,,Check
11/2/2011,430,Marine Corps Marathon Income,$50.00 ,292,Visa
11/3/2011,2695,Corporate Donation,"$1,600.00 ",,
11/3/2011,1636,Salute to Veterans Golf Classic Income,$800.00 ,,Visa
11/3/2011,1388,Salute to Veterans Golf Classic Income,$200.00 ,,Check
11/4/2011,1637,Salute to Veterans Golf Classic Income,$800.00 ,,American Express
11/7/2011,1389,Salute to Veterans Golf Classic Income,$200.00 ,,Mastercard
11/7/2011,2631,Individual Donation,$100.00 ,,
11/7/2011,1638,Salute to Veterans Golf Classic Income,$800.00 ,,Credit Card
11/7/2011,1390,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/9/2011,1629,Salute to Veterans Golf Classic Income,$200.00 ,,American Express
11/9/2011,1628,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/9/2011,1627,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/9/2011,1639,Salute to Veterans Golf Classic Income,$800.00 ,,Credit Card
11/9/2011,1626,Salute to Veterans Golf Classic Income,$200.00 ,,Visa
11/9/2011,1394,Salute to Veterans Golf Classic Income,$800.00 ,,Check
11/10/2011,236,Salute to Veterans Golf Classic Income,$200.00 ,,Check
11/10/2011,1395,Salute to Veterans Golf Classic Income,"$1,000.00 ",,American Express
11/11/2011,1633,Salute to Veterans Golf Classic Income,$800.00 ,,Credit Card
11/16/2011,2364,Individual Donation,$20.00 ,,
11/16/2011,2775,Individual Donation,$500.00 ,,
11/30/2011,2433,Individual Donation,$10.00 ,,
11/30/2011,2750,Individual Donation,$40.00 ,,
12/5/2011,2374,Individual Donation,$25.00 ,,
12/5/2011,2405,Corporate Donation,$250.00 ,,
12/5/2011,2695,Corporate Donation,"$12,500.00 ",,
12/5/2011,2710,7-Eleven In Store Campaign,"$40,000.00 ",,
12/5/2011,2588,Individual Donation,$25.00 ,,
12/5/2011,431,Marine Corps Marathon Income,$50.00 ,293,Check
12/5/2011,2745,Individual Donation,$25.00 ,,
12/5/2011,2412,Individual Donation,$300.00 ,,
12/5/2011,2818,Individual Donation,$25.00 ,,
12/8/2011,432,Marine Corps Marathon Income,$100.00 ,294,Check
12/9/2011,2808,Corporate Donation,$100.00 ,,
12/9/2011,2735,Corporate Donation,$257.75 ,,
12/9/2011,2355,Individual Donation,$25.00 ,,
12/13/2011,2589,Individual Donation,$750.00 ,,
12/13/2011,2763,Individual Donation,$50.00 ,,
12/14/2011,2875,Corporate Donation,$500.00 ,,
12/19/2011,2466,Grant,"$50,000.00 ",,
12/21/2011,2768,Grant,"$5,000.00 ",,
12/24/2011,433,Marine Corps Marathon Income,$150.00 ,295,Mastercard
1/4/2012,2402,Corporate Donation,"$6,112.00 ",,
1/4/2012,2436,Corporate Donation,"$15,000.00 ",,
1/4/2012,2695,Corporate Donation,"$12,500.00 ",,
1/4/2012,2563,Individual Donation,$250.00 ,,
1/4/2012,2768,Grant,"$75,000.00 ",,
1/4/2012,2368,Individual Donation,$100.00 ,,
1/10/2012,2716,Corporate Donation,$83.00 ,,
1/18/2012,2781,Individual Donation,"$1,000.00 ",,
1/24/2012,2487,7-Eleven In Store Campaign,"$10,000.00 ",,
1/24/2012,2729,Corporate Donation,$500.00 ,,
1/26/2012,2559,Corporate Donation,"$3,000.00 ",,
1/31/2012,2402,Corporate Donation,"$3,178.00 ",,
1/31/2012,2558,Corporate Donation,"$10,000.00 ",,
1/31/2012,620,Marine Corps Marathon Income,$50.00 ,296,Visa
2/1/2012,2719,Corporate Donation,"$6,112.00 ",,
2/3/2012,2695,100 Holes for our Heroes Event Income,"$10,000.00 ",,Check
2/6/2012,2359,Individual Donation,$80.00 ,,
2/6/2012,2507,Individual Donation,$100.00 ,,
2/6/2012,2695,Corporate Donation,"$10,000.00 ",,
2/7/2012,7133,7-Eleven In Store Campaign,"$42,500.00 ",,Check
2/7/2012,2652,Grant,"$20,000.00 ",,Check
2/9/2012,888,Marine Corps Marathon Income,$75.00 ,297,Visa
2/14/2012,2695,Corporate Donation,"$10,000.00 ",,
2/15/2012,2402,Corporate Donation,"$5,548.00 ",,
2/15/2012,2695,Corporate Donation,"$5,662.00 ",,
2/15/2012,2695,Corporate Donation,"$8,575.50 ",,
3/1/2012,2695,Corporate Donation,"$10,000.00 ",,
3/5/2012,2512,Corporate Donation,$150.00 ,,
3/7/2012,283,Marine Corps Marathon Income,$100.00 ,298,Discover
3/7/2012,750,Marine Corps Marathon Income,$100.00 ,299,Visa
3/9/2012,434,Marine Corps Marathon Income,$100.00 ,300,Discover
3/9/2012,434,Marine Corps Marathon Income,$100.00 ,301,Discover
3/9/2012,896,Marine Corps Marathon Income,$100.00 ,302,Mastercard
3/12/2012,795,Marine Corps Marathon Income,$50.00 ,304,American Express
3/12/2012,653,Marine Corps Marathon Income,$20.00 ,303,Mastercard
3/13/2012,2402,Corporate Donation,"$5,024.00 ",,
3/13/2012,2740,Corporate Donation,$500.00 ,,
3/14/2012,1029,Marine Corps Marathon Income,$50.00 ,305,Mastercard
3/14/2012,949,Marine Corps Marathon Income,$50.00 ,306,Mastercard
3/15/2012,625,Marine Corps Marathon Income,$100.00 ,308,Visa
3/15/2012,625,Marine Corps Marathon Income,$100.00 ,309,Visa
3/15/2012,436,Marine Corps Marathon Income,$25.00 ,307,Visa
3/16/2012,2697,Corporate Donation,$300.00 ,,
3/16/2012,2876,Corporate Donation,"$1,500.00 ",,
3/19/2012,1344,100 Holes for our Heroes Event Income,$250.00 ,,American Express
3/28/2012,2631,Individual Donation,$200.00 ,,
3/28/2012,982,Corporate Donation,"$15,000.00 ",,
4/2/2012,2655,Individual Donation,$30.14 ,,
4/2/2012,2695,Corporate Donation,"$10,000.00 ",,
4/3/2012,2167,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
4/5/2012,439,Marine Corps Marathon Income,$100.00 ,310,Mastercard
4/5/2012,2904,Grant,"$62,500.00 ",,Check
4/9/2012,440,Marine Corps Marathon Income,$100.00 ,311,Check
4/10/2012,2528,Corporate Donation,"$10,000.00 ",,
4/16/2012,2387,Individual Donation,$100.00 ,,
4/16/2012,2606,Individual Donation,$100.00 ,,
4/16/2012,2908,Individual Donation,$100.00 ,,
4/16/2012,2731,Individual Donation,$100.00 ,,
4/16/2012,2640,Individual Donation,$100.00 ,,
4/16/2012,1612,Individual Donation,$100.00 ,,
4/16/2012,2907,Individual Donation,$100.00 ,,
4/16/2012,2890,Individual Donation,$100.00 ,,
4/16/2012,2925,Individual Donation,$100.00 ,,
4/16/2012,2722,Individual Donation,$50.00 ,,
4/16/2012,2688,Individual Donation,$30.00 ,,
4/16/2012,2767,Individual Donation,$100.00 ,,
4/16/2012,2469,Individual Donation,$150.00 ,,
4/16/2012,2390,Individual Donation,$50.00 ,,
4/16/2012,2430,Individual Donation,$50.00 ,,
4/16/2012,2611,Individual Donation,$100.00 ,,
4/16/2012,1412,Individual Donation,$100.00 ,,
4/16/2012,2590,Individual Donation,$100.00 ,,
4/16/2012,2565,Individual Donation,$100.00 ,,
4/16/2012,2624,Individual Donation,$100.00 ,,
4/17/2012,1971,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
4/18/2012,2172,100 Holes for our Heroes Event Income,"$2,000.00 ",,American Express
4/19/2012,1975,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
4/19/2012,1444,100 Holes for our Heroes Event Income,$100.00 ,,Visa
4/19/2012,1973,100 Holes for our Heroes Event Income,"$2,000.00 ",,Mastercard
4/23/2012,441,Marine Corps Marathon Income,$100.00 ,312,Mastercard
4/23/2012,2354,Individual Donation,$50.00 ,,
4/24/2012,442,Marine Corps Marathon Income,$100.00 ,313,Visa
4/25/2012,2506,Individual Donation,$25.00 ,,
4/25/2012,125,Marine Corps Marathon Income,$5.00 ,314,Visa
4/25/2012,2498,Individual Donation,$200.00 ,,
4/25/2012,2749,Individual Donation,$25.00 ,,
4/25/2012,2723,Individual Donation,$25.00 ,,
4/25/2012,2768,Grant,"$3,750.00 ",,
4/25/2012,2879,Corporate Donation,$200.00 ,,
4/25/2012,2900,Grant,$132.48 ,,
4/26/2012,443,Marine Corps Marathon Income,$100.00 ,315,Visa
4/26/2012,446,Marine Corps Marathon Income,$50.00 ,318,Visa
4/26/2012,445,Marine Corps Marathon Income,$100.00 ,317,Visa
4/26/2012,815,Marine Corps Marathon Income,$25.00 ,319,Visa
4/26/2012,447,Marine Corps Marathon Income,$50.00 ,320,Visa
4/26/2012,444,Marine Corps Marathon Income,$50.00 ,316,American Express
4/26/2012,448,Marine Corps Marathon Income,$25.00 ,321,Visa
4/27/2012,449,Marine Corps Marathon Income,$100.00 ,322,Mastercard
4/28/2012,692,Marine Corps Marathon Income,$25.00 ,325,Visa
4/28/2012,450,Marine Corps Marathon Income,$50.00 ,323,Visa
4/28/2012,451,Marine Corps Marathon Income,$25.00 ,324,Visa
4/30/2012,1982,100 Holes for our Heroes Event Income,$50.00 ,,Visa
4/30/2012,1809,100 Holes for our Heroes Event Income,$100.00 ,,Check
4/30/2012,737,100 Holes for our Heroes Event Income,$130.00 ,,Mastercard
4/30/2012,581,100 Holes for our Heroes Event Income,$150.00 ,,American Express
4/30/2012,1978,100 Holes for our Heroes Event Income,"$2,500.00 ",,Check
4/30/2012,1539,100 Holes for our Heroes Event Income,$250.00 ,,Discover
4/30/2012,1977,100 Holes for our Heroes Event Income,$100.00 ,,American Express
4/30/2012,1461,100 Holes for our Heroes Event Income,$130.00 ,,Check
5/1/2012,2402,Corporate Donation,"$5,850.00 ",,
5/1/2012,1983,100 Holes for our Heroes Event Income,$50.00 ,,Visa
5/1/2012,2900,Grant,$43.13 ,,
5/2/2012,452,Marine Corps Marathon Income,$25.00 ,326,Visa
5/4/2012,454,Marine Corps Marathon Income,$25.00 ,328,Visa
5/4/2012,2655,Individual Donation,$25.20 ,,
5/4/2012,314,Marine Corps Marathon Income,$10.00 ,327,Visa
5/4/2012,455,Marine Corps Marathon Income,$100.00 ,329,Visa
5/4/2012,2392,Individual Donation,$50.00 ,,
5/5/2012,1984,100 Holes for our Heroes Event Income,$100.00 ,,Visa
5/6/2012,456,Marine Corps Marathon Income,$35.00 ,330,Mastercard
5/9/2012,744,Marine Corps Marathon Income,$50.00 ,333,American Express
5/9/2012,2533,Corporate Donation,$150.00 ,,
5/9/2012,457,Marine Corps Marathon Income,$100.00 ,331,Visa
5/9/2012,267,Marine Corps Marathon Income,$50.00 ,332,Visa
5/9/2012,1552,100 Holes for our Heroes Event Income,$50.00 ,,Visa
5/9/2012,2918,Corporate Donation,"$2,500.00 ",,
5/11/2012,463,Marine Corps Marathon Income,$100.00 ,340,Discover
5/11/2012,836,Marine Corps Marathon Income,$50.00 ,336,Visa
5/11/2012,458,Marine Corps Marathon Income,$25.00 ,334,American Express
5/11/2012,464,Marine Corps Marathon Income,$25.00 ,341,American Express
5/11/2012,459,Marine Corps Marathon Income,$25.00 ,335,Mastercard
5/11/2012,462,Marine Corps Marathon Income,$10.00 ,339,Visa
5/11/2012,460,Marine Corps Marathon Income,$25.00 ,337,Visa
5/11/2012,461,Marine Corps Marathon Income,$50.00 ,338,Visa
5/14/2012,465,Marine Corps Marathon Income,$25.00 ,344,Visa
5/14/2012,2695,Corporate Donation,"$10,000.00 ",,
5/14/2012,2695,Corporate Donation,"$2,890.00 ",,
5/14/2012,2695,Corporate Donation,"$13,040.00 ",,
5/14/2012,2695,Corporate Donation,$150.00 ,,
5/14/2012,121,Marine Corps Marathon Income,$25.00 ,342,Mastercard
5/14/2012,121,Marine Corps Marathon Income,$25.00 ,343,Mastercard
5/15/2012,1986,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
5/15/2012,466,Marine Corps Marathon Income,$25.00 ,345,Visa
5/17/2012,467,Marine Corps Marathon Income,$20.00 ,346,Visa
5/17/2012,2402,Corporate Donation,"$4,618.00 ",,
5/17/2012,468,Marine Corps Marathon Income,$5.00 ,347,Discover
5/17/2012,2839,Corporate Donation,"$1,000.00 ",,
5/19/2012,469,Marine Corps Marathon Income,$25.00 ,348,Visa
5/20/2012,694,Marine Corps Marathon Income,$25.00 ,349,Visa
5/21/2012,470,Marine Corps Marathon Income,$100.00 ,350,Mastercard
5/21/2012,471,Marine Corps Marathon Income,$50.00 ,351,Visa
5/24/2012,1588,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
5/25/2012,785,Marine Corps Marathon Income,$100.00 ,353,Mastercard
5/25/2012,472,Marine Corps Marathon Income,$100.00 ,352,Visa
5/28/2012,598,100 Holes for our Heroes Event Income,$50.00 ,,Visa
5/29/2012,1679,100 Holes for our Heroes Event Income,$100.00 ,,American Express
5/29/2012,1989,100 Holes for our Heroes Event Income,$500.00 ,,Check
5/29/2012,1445,100 Holes for our Heroes Event Income,$50.00 ,,Mastercard
5/30/2012,473,Marine Corps Marathon Income,$50.00 ,354,Mastercard
5/30/2012,1992,100 Holes for our Heroes Event Income,$100.00 ,,Visa
5/31/2012,2695,Corporate Donation,"$10,000.00 ",,
5/31/2012,2900,Grant,$108.64 ,,
5/31/2012,474,Marine Corps Marathon Income,$25.00 ,355,Visa
6/1/2012,1036,100 Holes for our Heroes Event Income,$150.00 ,,Mastercard
6/1/2012,1568,100 Holes for our Heroes Event Income,$200.00 ,,American Express
6/3/2012,475,Marine Corps Marathon Income,$100.00 ,356,Discover
6/4/2012,476,Marine Corps Marathon Income,$10.00 ,357,Discover
6/4/2012,605,100 Holes for our Heroes Event Income,$500.00 ,,American Express
6/4/2012,477,Marine Corps Marathon Income,$50.00 ,358,Visa
6/4/2012,787,100 Holes for our Heroes Event Income,$130.00 ,,Check
6/4/2012,478,Marine Corps Marathon Income,$25.00 ,359,Visa
6/5/2012,566,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/5/2012,955,100 Holes for our Heroes Event Income,$126.00 ,,Mastercard
6/5/2012,1999,100 Holes for our Heroes Event Income,"$2,000.00 ",,Visa
6/5/2012,1834,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/5/2012,479,Marine Corps Marathon Income,$25.00 ,360,Visa
6/5/2012,693,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/6/2012,480,Marine Corps Marathon Income,$25.00 ,361,Discover
6/7/2012,995,100 Holes for our Heroes Event Income,$200.00 ,,American Express
6/7/2012,564,100 Holes for our Heroes Event Income,$300.00 ,,Visa
6/8/2012,2005,100 Holes for our Heroes Event Income,$100.00 ,,Mastercard
6/8/2012,2458,100 Holes for our Heroes Event Income,"$1,000.00 ",,American Express
6/8/2012,1469,100 Holes for our Heroes Event Income,$50.00 ,,American Express
6/9/2012,590,100 Holes for our Heroes Event Income,$50.00 ,,Visa
6/11/2012,1705,100 Holes for our Heroes Event Income,$250.00 ,,Check
6/11/2012,2078,100 Holes for our Heroes Event Income,$250.00 ,,Check
6/11/2012,599,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/11/2012,916,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/11/2012,572,100 Holes for our Heroes Event Income,$126.00 ,,Check
6/12/2012,2655,Individual Donation,$25.20 ,,
6/12/2012,2511,Corporate Donation,$100.00 ,,
6/12/2012,2919,Corporate Donation,$125.00 ,,
6/12/2012,2108,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/12/2012,2179,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/12/2012,1711,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/12/2012,2867,Grant,"$1,000.00 ",,Check
6/13/2012,2402,Corporate Donation,"$4,170.00 ",,
6/13/2012,2015,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/14/2012,579,100 Holes for our Heroes Event Income,$126.00 ,,Check
6/14/2012,1206,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/14/2012,711,100 Holes for our Heroes Event Income,$75.00 ,,American Express
6/14/2012,1772,100 Holes for our Heroes Event Income,$150.00 ,,Check
6/15/2012,2874,Corporate Donation,$500.00 ,,
6/16/2012,7325,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/16/2012,824,Marine Corps Marathon Income,$15.00 ,362,Discover
6/17/2012,571,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/18/2012,2025,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/18/2012,2074,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/18/2012,1713,100 Holes for our Heroes Event Income,$126.00 ,,Check
6/18/2012,1572,100 Holes for our Heroes Event Income,$126.00 ,,Check
6/18/2012,2022,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/18/2012,1531,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/18/2012,2030,100 Holes for our Heroes Event Income,$126.00 ,,Visa
6/18/2012,2029,100 Holes for our Heroes Event Income,$50.00 ,,Discover
6/18/2012,1505,100 Holes for our Heroes Event Income,$125.00 ,,Check
6/19/2012,2032,100 Holes for our Heroes Event Income,$126.00 ,,American Express
6/19/2012,986,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/19/2012,7315,100 Holes for our Heroes Event Income,$150.00 ,,Visa
6/20/2012,481,Marine Corps Marathon Income,$50.00 ,364,Visa
6/20/2012,1739,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/20/2012,1010,Marine Corps Marathon Income,$25.00 ,363,Visa
6/20/2012,2157,100 Holes for our Heroes Event Income,$250.00 ,,Check
6/21/2012,2036,100 Holes for our Heroes Event Income,"$2,000.00 ",,Visa
6/21/2012,1459,100 Holes for our Heroes Event Income,$50.00 ,,Mastercard
6/21/2012,2037,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/22/2012,802,100 Holes for our Heroes Event Income,$126.00 ,,American Express
6/22/2012,7133,Legends Camp,"$78,940.00 ",,Check
6/22/2012,2040,100 Holes for our Heroes Event Income,$250.00 ,,Check
6/23/2012,999,100 Holes for our Heroes Event Income,$150.00 ,,Mastercard
6/25/2012,746,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/25/2012,485,Marine Corps Marathon Income,$25.00 ,365,Visa
6/26/2012,2045,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/26/2012,7286,100 Holes for our Heroes Event Income,$75.00 ,,Mastercard
6/26/2012,2155,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/26/2012,2486,Corporate Donation,$500.00 ,,
6/26/2012,2655,Individual Donation,$25.20 ,,
6/26/2012,569,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/26/2012,2044,100 Holes for our Heroes Event Income,$100.00 ,,Cash
6/26/2012,1446,100 Holes for our Heroes Event Income,$50.00 ,,Credit Card
6/26/2012,804,100 Holes for our Heroes Event Income,"$1,250.00 ",,American Express
6/26/2012,1797,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/26/2012,2173,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/26/2012,2050,100 Holes for our Heroes Event Income,"$2,000.00 ",,Check
6/26/2012,1439,100 Holes for our Heroes Event Income,$500.00 ,,Visa
6/26/2012,2088,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/26/2012,2049,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
6/26/2012,2900,Grant,$129.49 ,,
6/27/2012,935,100 Holes for our Heroes Event Income,$126.00 ,,Visa
6/27/2012,1012,100 Holes for our Heroes Event Income,"$1,000.00 ",,Visa
6/27/2012,1023,100 Holes for our Heroes Event Income,$100.00 ,,Check
6/27/2012,1479,100 Holes for our Heroes Event Income,$500.00 ,,Check
6/27/2012,913,100 Holes for our Heroes Event Income,$100.00 ,,Credit Card
6/28/2012,1470,100 Holes for our Heroes Event Income,$50.00 ,,Credit Card
6/28/2012,2067,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/28/2012,594,100 Holes for our Heroes Event Income,$130.00 ,,Check
6/28/2012,732,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/28/2012,1521,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/28/2012,1961,100 Holes for our Heroes Event Income,"$1,000.00 ",,Check
6/28/2012,1785,100 Holes for our Heroes Event Income,$25.00 ,,Mastercard
6/28/2012,993,100 Holes for our Heroes Event Income,$25.00 ,,Visa
6/28/2012,607,100 Holes for our Heroes Event Income,$126.00 ,,American Express
6/28/2012,682,100 Holes for our Heroes Event Income,$200.00 ,,Check
6/29/2012,1210,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/29/2012,1587,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/29/2012,992,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/29/2012,878,100 Holes for our Heroes Event Income,$50.00 ,,American Express
6/29/2012,791,100 Holes for our Heroes Event Income,$100.00 ,,American Express
6/29/2012,1902,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/29/2012,1432,100 Holes for our Heroes Event Income,$130.00 ,,Check
6/29/2012,1903,100 Holes for our Heroes Event Income,$250.00 ,,Visa
6/29/2012,1956,100 Holes for our Heroes Event Income,$50.00 ,,American Express
6/29/2012,582,100 Holes for our Heroes Event Income,$130.00 ,,Visa
6/29/2012,1965,100 Holes for our Heroes Event Income,$100.00 ,,Visa
6/29/2012,1900,100 Holes for our Heroes Event Income,$50.00 ,,Visa
6/30/2012,1907,100 Holes for our Heroes Event Income,$500.00 ,,Visa
